Subscriber ID,Show,Episodes Watched,Episode Length (m)
1835,Lost,0.84,45
1835,Mad Men,0.36,45
1835,Weeds,0.17,30
1835,Pony,0.03,30
1835,Lorax,0.03,30
1834,Walking Dead,2.83,40
1834,Lost,0.96,45
1834,Weeds,0.17,30
1834,Mad Men,0.27,45
1834,Pony,0.1,30
1834,Lorax,0.07,30
1833,Walking Dead,2.6,40
1833,Lost,0.76,45
1833,Weeds,0.23,30
1833,Mad Men,0.44,45
1833,Pony,0.1,30
1833,Lorax,0.1,30
1832,Walking Dead,3.02,40
1832,Lost,1.2,45
1832,Lorax,0.17,30
1832,Mad Men,0.22,45
1832,Weeds,0.1,30
1832,Pony,0.07,30
1831,Walking Dead,3.17,40
1831,Lost,1.18,45
1831,Lorax,0.23,30
1831,Pony,0.17,30
1831,Mad Men,0.22,45
1831,Weeds,0.1,30
1830,Walking Dead,3.07,40
1830,Lost,1.33,45
1830,Weeds,0.4,30
1830,Mad Men,0.67,45
1830,Pony,0.1,30
1830,Lorax,0.07,30
1829,Walking Dead,3.22,40
1829,Lost,1.38,45
1829,Pony,0.13,30
1829,Lorax,0.13,30
1829,Weeds,0.07,30
1829,Mad Men,0,45
1828,Walking Dead,2.82,40
1828,Lost,0.91,45
1828,Lorax,0.23,30
1828,Pony,0.2,30
1828,Weeds,0.13,30
1828,Mad Men,0.18,45
1827,Walking Dead,3.13,40
1827,Lost,1.36,45
1827,Weeds,0.17,30
1827,Lorax,0.13,30
1827,Mad Men,0.13,45
1827,Pony,0.03,30
1826,Walking Dead,2.92,40
1826,Lost,1.09,45
1826,Weeds,0.23,30
1826,Mad Men,0.4,45
1826,Pony,0.1,30
1826,Lorax,0.1,30
1825,Walking Dead,2.78,40
1825,Lost,0.93,45
1825,Weeds,0.5,30
1825,Mad Men,0.76,45
1825,Pony,0.17,30
1825,Lorax,0.13,30
1824,Walking Dead,3.23,40
1824,Lost,1.24,45
1824,Weeds,0.23,30
1824,Mad Men,0.22,45
1824,Pony,0.1,30
1824,Lorax,0.07,30
1823,Walking Dead,3.27,40
1823,Lost,1.51,45
1823,Weeds,0.27,30
1823,Pony,0.23,30
1823,Lorax,0.23,30
1823,Mad Men,0.36,45
1822,Walking Dead,2.92,40
1822,Lost,1.02,45
1822,Weeds,0.17,30
1822,Pony,0.1,30
1822,Lorax,0.1,30
1822,Mad Men,0.13,45
1821,Walking Dead,3.15,40
1821,Lost,1.2,45
1821,Weeds,0.23,30
1821,Mad Men,0.44,45
1821,Pony,0.13,30
1821,Lorax,0.07,30
1820,Walking Dead,2.9,40
1820,Lost,1.11,45
1820,Weeds,0.17,30
1820,Mad Men,0.22,45
1820,Pony,0.07,30
1820,Lorax,0.03,30
1819,Walking Dead,2.42,40
1819,Lost,0.73,45
1819,Weeds,0.57,30
1819,Mad Men,0.98,45
1819,Pony,0.1,30
1819,Lorax,0.1,30
1818,Walking Dead,3.22,40
1818,Lost,1.44,45
1818,Lorax,0.2,30
1818,Pony,0.17,30
1818,Weeds,0.07,30
1818,Mad Men,0,45
1817,Walking Dead,2.83,40
1817,Lost,0.84,45
1817,Pony,0.07,30
1817,Lorax,0.07,30
1817,Weeds,0.03,30
1817,Mad Men,0,45
1816,Walking Dead,2.93,40
1816,Lost,1.13,45
1816,Lorax,0.27,30
1816,Pony,0.23,30
1816,Weeds,0.1,30
1816,Mad Men,0.09,45
1815,Walking Dead,2.88,40
1815,Lost,0.93,45
1815,Lorax,0.13,30
1815,Weeds,0.1,30
1815,Pony,0.03,30
1815,Mad Men,0,45
1814,Walking Dead,2.92,40
1814,Lost,1.22,45
1814,Weeds,0.13,30
1814,Pony,0.13,30
1814,Mad Men,0.22,45
1814,Lorax,0.1,30
1813,Walking Dead,3.07,40
1813,Lost,1.11,45
1813,Pony,0.2,30
1813,Lorax,0.17,30
1813,Weeds,0.1,30
1813,Mad Men,0,45
1812,Walking Dead,2.75,40
1812,Lost,0.89,45
1812,Mad Men,0.49,45
1812,Weeds,0.2,30
1812,Pony,0.13,30
1812,Lorax,0.1,30
1811,Walking Dead,2.87,40
1811,Lost,1.11,45
1811,Weeds,0.27,30
1811,Lorax,0.23,30
1811,Pony,0.2,30
1811,Mad Men,0.36,45
1810,Walking Dead,2.97,40
1810,Lost,1.09,45
1810,Pony,0.17,30
1810,Lorax,0.17,30
1810,Mad Men,0.22,45
1810,Weeds,0.1,30
1809,Walking Dead,2.98,40
1809,Lost,1.07,45
1809,Mad Men,0.62,45
1809,Weeds,0.27,30
1809,Lorax,0.13,30
1809,Pony,0.07,30
1808,Walking Dead,3.32,40
1808,Lost,1.51,45
1808,Weeds,0.27,30
1808,Pony,0.27,30
1808,Lorax,0.23,30
1808,Mad Men,0.36,45
1807,Walking Dead,2.97,40
1807,Lost,1,45
1807,Weeds,0.2,30
1807,Pony,0.17,30
1807,Mad Men,0.31,45
1807,Lorax,0.1,30
1806,Walking Dead,2.98,40
1806,Lost,1.31,45
1806,Weeds,0.4,30
1806,Mad Men,0.71,45
1806,Pony,0.1,30
1806,Lorax,0.07,30
1805,Walking Dead,3.22,40
1805,Lost,1.4,45
1805,Weeds,0.4,30
1805,Mad Men,0.67,45
1805,Pony,0.07,30
1805,Lorax,0.07,30
1804,Walking Dead,2.85,40
1804,Lost,1.07,45
1804,Weeds,0.3,30
1804,Mad Men,0.58,45
1804,Lorax,0.1,30
1804,Pony,0.07,30
1803,Walking Dead,2.77,40
1803,Lost,0.82,45
1803,Weeds,0.2,30
1803,Pony,0.17,30
1803,Mad Men,0.31,45
1803,Lorax,0.13,30
1802,Walking Dead,3.18,40
1802,Lost,1.33,45
1802,Lorax,0.2,30
1802,Pony,0.13,30
1802,Weeds,0.03,30
1802,Mad Men,0,45
1801,Walking Dead,3.15,40
1801,Lost,1.29,45
1801,Pony,0.23,30
1801,Lorax,0.17,30
1801,Mad Men,0.22,45
1801,Weeds,0.1,30
1800,Walking Dead,2.82,40
1800,Lost,0.96,45
1800,Weeds,0.17,30
1800,Mad Men,0.27,45
1800,Pony,0.07,30
1800,Lorax,0.07,30
1799,Walking Dead,2.82,40
1799,Lost,1.13,45
1799,Weeds,0.2,30
1799,Pony,0.2,30
1799,Lorax,0.2,30
1799,Mad Men,0.36,45
1798,Walking Dead,2.6,40
1798,Lost,0.84,45
1798,Weeds,0.3,30
1798,Mad Men,0.49,45
1798,Pony,0.17,30
1798,Lorax,0.1,30
1797,Walking Dead,3.25,40
1797,Lost,1.53,45
1797,Mad Men,0.67,45
1797,Weeds,0.33,30
1797,Pony,0.1,30
1797,Lorax,0.03,30
1796,Walking Dead,2.62,40
1796,Lost,0.78,45
1796,Mad Men,0.58,45
1796,Weeds,0.27,30
1796,Pony,0.17,30
1796,Lorax,0.07,30
1795,Walking Dead,2.62,40
1795,Lost,0.91,45
1795,Weeds,0.37,30
1795,Mad Men,0.53,45
1795,Lorax,0.2,30
1795,Pony,0.13,30
1794,Walking Dead,3.03,40
1794,Lost,1.38,45
1794,Weeds,0.1,30
1794,Pony,0.1,30
1794,Mad Men,0.18,45
1794,Lorax,0.07,30
1793,Walking Dead,3.12,40
1793,Lost,1.11,45
1793,Weeds,0.13,30
1793,Lorax,0.1,30
1793,Pony,0.03,30
1793,Mad Men,0.04,45
1792,Walking Dead,2.78,40
1792,Lost,0.91,45
1792,Weeds,0.37,30
1792,Mad Men,0.71,45
1792,Pony,0.07,30
1792,Lorax,0.07,30
1791,Walking Dead,2.8,40
1791,Lost,1.07,45
1791,Pony,0.13,30
1791,Weeds,0.1,30
1791,Lorax,0.1,30
1791,Mad Men,0.18,45
1790,Walking Dead,2.93,40
1790,Lost,1.07,45
1790,Pony,0.1,30
1790,Mad Men,0.09,45
1790,Weeds,0.03,30
1790,Lorax,0.03,30
1789,Walking Dead,3.7,40
1789,Lost,1.84,45
1789,Pony,0.1,30
1789,Lorax,0.1,30
1789,Mad Men,0,45
1789,Weeds,0,30
1788,Walking Dead,3.22,40
1788,Lost,1.49,45
1788,Weeds,0.23,30
1788,Pony,0.17,30
1788,Mad Men,0.22,45
1788,Lorax,0.07,30
1787,Walking Dead,2.67,40
1787,Lost,0.89,45
1787,Weeds,0.13,30
1787,Lorax,0.13,30
1787,Mad Men,0.18,45
1787,Pony,0.07,30
1786,Walking Dead,3.03,40
1786,Lost,1.16,45
1786,Lorax,0.23,30
1786,Pony,0.2,30
1786,Weeds,0.07,30
1786,Mad Men,0.09,45
1785,Walking Dead,2.97,40
1785,Lost,1.02,45
1785,Pony,0.23,30
1785,Lorax,0.13,30
1785,Weeds,0.1,30
1785,Mad Men,0.09,45
1784,Walking Dead,2.65,40
1784,Lost,0.84,45
1784,Weeds,0.2,30
1784,Lorax,0.17,30
1784,Mad Men,0.31,45
1784,Pony,0.13,30
1783,Walking Dead,3.3,40
1783,Lost,1.56,45
1783,Weeds,0.43,30
1783,Mad Men,0.84,45
1783,Pony,0.1,30
1783,Lorax,0.03,30
1782,Walking Dead,3.28,40
1782,Lost,1.36,45
1782,Pony,0.13,30
1782,Lorax,0.13,30
1782,Weeds,0.1,30
1782,Mad Men,0,45
1781,Walking Dead,3.13,40
1781,Lost,1.18,45
1781,Weeds,0.3,30
1781,Lorax,0.23,30
1781,Mad Men,0.44,45
1781,Pony,0.2,30
1780,Walking Dead,3.1,40
1780,Lost,1.22,45
1780,Pony,0.13,30
1780,Weeds,0.1,30
1780,Lorax,0.1,30
1780,Mad Men,0,45
1779,Walking Dead,2.62,40
1779,Lost,0.89,45
1779,Mad Men,0.67,45
1779,Weeds,0.33,30
1779,Lorax,0.1,30
1779,Pony,0.03,30
1778,Walking Dead,3.05,40
1778,Lost,1.24,45
1778,Lorax,0.2,30
1778,Weeds,0.17,30
1778,Pony,0.17,30
1778,Mad Men,0.27,45
1777,Walking Dead,2.9,40
1777,Lost,1.02,45
1777,Pony,0.1,30
1777,Weeds,0.07,30
1777,Lorax,0.07,30
1777,Mad Men,0,45
1776,Walking Dead,2.87,40
1776,Lost,1.04,45
1776,Weeds,0.43,30
1776,Mad Men,0.67,45
1776,Pony,0.17,30
1776,Lorax,0.07,30
1775,Walking Dead,2.92,40
1775,Lost,1.04,45
1775,Weeds,0.4,30
1775,Mad Men,0.76,45
1775,Lorax,0.17,30
1775,Pony,0.1,30
1774,Walking Dead,3.37,40
1774,Lost,1.49,45
1774,Pony,0.17,30
1774,Lorax,0.13,30
1774,Weeds,0.1,30
1774,Mad Men,0,45
1773,Walking Dead,2.98,40
1773,Lost,1.09,45
1773,Pony,0.23,30
1773,Weeds,0.17,30
1773,Lorax,0.13,30
1773,Mad Men,0.09,45
1772,Walking Dead,2.6,40
1772,Lost,0.64,45
1772,Lorax,0.17,30
1772,Weeds,0.13,30
1772,Pony,0.13,30
1772,Mad Men,0.04,45
1771,Walking Dead,3.12,40
1771,Lost,1.33,45
1771,Mad Men,0.31,45
1771,Weeds,0.13,30
1771,Lorax,0.13,30
1771,Pony,0.03,30
1770,Walking Dead,2.83,40
1770,Lost,1,45
1770,Mad Men,0.36,45
1770,Weeds,0.17,30
1770,Pony,0.17,30
1770,Lorax,0.07,30
1769,Walking Dead,3.07,40
1769,Lost,1.27,45
1769,Mad Men,0.36,45
1769,Weeds,0.17,30
1769,Pony,0.17,30
1769,Lorax,0.1,30
1768,Walking Dead,2.78,40
1768,Lost,0.87,45
1768,Lorax,0.23,30
1768,Pony,0.13,30
1768,Mad Men,0,45
1768,Weeds,0,30
1767,Walking Dead,2.47,40
1767,Lost,0.58,45
1767,Weeds,0.17,30
1767,Pony,0.13,30
1767,Lorax,0.07,30
1767,Mad Men,0.04,45
1766,Walking Dead,3.63,40
1766,Lost,1.8,45
1766,Lorax,0.17,30
1766,Pony,0.1,30
1766,Mad Men,0,45
1766,Weeds,0,30
1765,Walking Dead,3.05,40
1765,Lost,1.09,45
1765,Weeds,0.23,30
1765,Mad Men,0.31,45
1765,Pony,0.13,30
1765,Lorax,0.1,30
1764,Walking Dead,2.95,40
1764,Lost,1.13,45
1764,Weeds,0.4,30
1764,Mad Men,0.67,45
1764,Pony,0.07,30
1764,Lorax,0.07,30
1763,Walking Dead,2.98,40
1763,Lost,1.11,45
1763,Weeds,0.23,30
1763,Mad Men,0.27,45
1763,Pony,0.03,30
1763,Lorax,0,30
1762,Walking Dead,2.7,40
1762,Lost,0.96,45
1762,Mad Men,0.49,45
1762,Weeds,0.2,30
1762,Pony,0.2,30
1762,Lorax,0.13,30
1761,Walking Dead,3.05,40
1761,Lost,1.18,45
1761,Weeds,0.23,30
1761,Mad Men,0.31,45
1761,Pony,0.13,30
1761,Lorax,0.13,30
1760,Walking Dead,2.8,40
1760,Lost,0.98,45
1760,Weeds,0.3,30
1760,Pony,0.2,30
1760,Lorax,0.2,30
1760,Mad Men,0.36,45
1759,Walking Dead,3.15,40
1759,Lost,1.42,45
1759,Pony,0.23,30
1759,Mad Men,0.22,45
1759,Weeds,0.1,30
1759,Lorax,0.1,30
1758,Walking Dead,2.82,40
1758,Lost,0.93,45
1758,Weeds,0.43,30
1758,Mad Men,0.62,45
1758,Pony,0.17,30
1758,Lorax,0.13,30
1757,Walking Dead,3.5,40
1757,Lost,1.62,45
1757,Weeds,0.27,30
1757,Lorax,0.13,30
1757,Pony,0.1,30
1757,Mad Men,0.09,45
1756,Walking Dead,3.32,40
1756,Lost,1.51,45
1756,Weeds,0.17,30
1756,Mad Men,0.31,45
1756,Pony,0.13,30
1756,Lorax,0.07,30
1755,Walking Dead,2.97,40
1755,Lost,1.09,45
1755,Pony,0.3,30
1755,Lorax,0.17,30
1755,Mad Men,0,45
1755,Weeds,0,30
1754,Walking Dead,3.02,40
1754,Lost,1,45
1754,Pony,0.13,30
1754,Lorax,0.13,30
1754,Weeds,0.1,30
1754,Mad Men,0,45
1753,Walking Dead,3.43,40
1753,Lost,1.56,45
1753,Weeds,0.17,30
1753,Mad Men,0.22,45
1753,Pony,0.1,30
1753,Lorax,0.07,30
1752,Walking Dead,2.97,40
1752,Lost,1.02,45
1752,Weeds,0.23,30
1752,Lorax,0.2,30
1752,Mad Men,0.18,45
1752,Pony,0.03,30
1751,Walking Dead,2.97,40
1751,Lost,1.16,45
1751,Weeds,0.43,30
1751,Mad Men,0.84,45
1751,Pony,0.27,30
1751,Lorax,0.23,30
1750,Walking Dead,2.65,40
1750,Lost,0.82,45
1750,Pony,0.2,30
1750,Weeds,0.13,30
1750,Lorax,0.13,30
1750,Mad Men,0.18,45
1749,Walking Dead,2.98,40
1749,Lost,1.07,45
1749,Weeds,0.17,30
1749,Mad Men,0.31,45
1749,Pony,0.13,30
1749,Lorax,0.1,30
1748,Walking Dead,3.2,40
1748,Lost,1.31,45
1748,Weeds,0.27,30
1748,Mad Men,0.44,45
1748,Pony,0.1,30
1748,Lorax,0.07,30
1747,Walking Dead,2.82,40
1747,Lost,0.93,45
1747,Weeds,0.17,30
1747,Lorax,0.13,30
1747,Pony,0.1,30
1747,Mad Men,0.04,45
1746,Walking Dead,2.58,40
1746,Lost,0.76,45
1746,Weeds,0.1,30
1746,Mad Men,0.13,45
1746,Pony,0.03,30
1746,Lorax,0.03,30
1745,Walking Dead,3.17,40
1745,Lost,1.4,45
1745,Weeds,0.33,30
1745,Mad Men,0.58,45
1745,Lorax,0.1,30
1745,Pony,0.07,30
1744,Walking Dead,2.87,40
1744,Lost,1.09,45
1744,Weeds,0.17,30
1744,Pony,0.13,30
1744,Lorax,0.13,30
1744,Mad Men,0.18,45
1743,Walking Dead,3.43,40
1743,Lost,1.58,45
1743,Weeds,0.2,30
1743,Lorax,0.17,30
1743,Mad Men,0.22,45
1743,Pony,0.07,30
1742,Walking Dead,2.77,40
1742,Lost,0.82,45
1742,Weeds,0.27,30
1742,Pony,0.23,30
1742,Lorax,0.23,30
1742,Mad Men,0,45
1741,Walking Dead,2.62,40
1741,Lost,0.67,45
1741,Lorax,0.1,30
1741,Weeds,0.07,30
1741,Pony,0.07,30
1741,Mad Men,0.09,45
1740,Walking Dead,3.22,40
1740,Lost,1.4,45
1740,Pony,0.27,30
1740,Lorax,0.2,30
1740,Mad Men,0.04,45
1740,Weeds,0,30
1739,Walking Dead,3.2,40
1739,Lost,1.4,45
1739,Weeds,0.17,30
1739,Mad Men,0.27,45
1739,Pony,0.07,30
1739,Lorax,0.07,30
1738,Walking Dead,2.73,40
1738,Lost,0.89,45
1738,Mad Men,0.27,45
1738,Weeds,0.1,30
1738,Pony,0.1,30
1738,Lorax,0.1,30
1737,Walking Dead,3.32,40
1737,Lost,1.6,45
1737,Weeds,0.33,30
1737,Mad Men,0.4,45
1737,Pony,0.03,30
1737,Lorax,0.03,30
1736,Walking Dead,2.72,40
1736,Lost,0.91,45
1736,Weeds,0.37,30
1736,Mad Men,0.67,45
1736,Pony,0.13,30
1736,Lorax,0.07,30
1735,Walking Dead,3.6,40
1735,Lost,1.78,45
1735,Weeds,0.1,30
1735,Lorax,0.1,30
1735,Pony,0.03,30
1735,Mad Men,0,45
1734,Walking Dead,3,40
1734,Lost,1.16,45
1734,Mad Men,0.44,45
1734,Weeds,0.2,30
1734,Lorax,0.13,30
1734,Pony,0.1,30
1733,Walking Dead,2.88,40
1733,Lost,1.04,45
1733,Weeds,0.2,30
1733,Lorax,0.2,30
1733,Pony,0.17,30
1733,Mad Men,0.18,45
1732,Walking Dead,2.97,40
1732,Lost,1.13,45
1732,Weeds,0.23,30
1732,Mad Men,0.4,45
1732,Pony,0.1,30
1732,Lorax,0.1,30
1731,Walking Dead,3.57,40
1731,Lost,1.76,45
1731,Lorax,0.1,30
1731,Pony,0.07,30
1731,Weeds,0.03,30
1731,Mad Men,0,45
1730,Walking Dead,3.33,40
1730,Lost,1.38,45
1730,Lorax,0.2,30
1730,Pony,0.13,30
1730,Mad Men,0,45
1730,Weeds,0,30
1729,Walking Dead,2.95,40
1729,Lost,1.09,45
1729,Weeds,0.2,30
1729,Lorax,0.2,30
1729,Pony,0.13,30
1729,Mad Men,0.13,45
1728,Walking Dead,3.1,40
1728,Lost,1.29,45
1728,Weeds,0.3,30
1728,Mad Men,0.4,45
1728,Pony,0.1,30
1728,Lorax,0.03,30
1727,Walking Dead,2.6,40
1727,Lost,0.82,45
1727,Mad Men,0.53,45
1727,Weeds,0.23,30
1727,Pony,0.17,30
1727,Lorax,0.17,30
1726,Walking Dead,3.38,40
1726,Lost,1.53,45
1726,Lorax,0.17,30
1726,Pony,0.13,30
1726,Weeds,0.1,30
1726,Mad Men,0.09,45
1725,Walking Dead,3.23,40
1725,Lost,1.49,45
1725,Lorax,0.23,30
1725,Mad Men,0.4,45
1725,Weeds,0.2,30
1725,Pony,0.2,30
1724,Walking Dead,2.92,40
1724,Lost,1.2,45
1724,Weeds,0.17,30
1724,Mad Men,0.27,45
1724,Pony,0.1,30
1724,Lorax,0.1,30
1723,Walking Dead,2.88,40
1723,Lost,0.96,45
1723,Pony,0.13,30
1723,Lorax,0.13,30
1723,Weeds,0.07,30
1723,Mad Men,0.04,45
1722,Walking Dead,2.55,40
1722,Lost,0.71,45
1722,Weeds,0.27,30
1722,Mad Men,0.4,45
1722,Pony,0.07,30
1722,Lorax,0.07,30
1721,Walking Dead,3.28,40
1721,Lost,1.53,45
1721,Pony,0.2,30
1721,Lorax,0.17,30
1721,Weeds,0.13,30
1721,Mad Men,0.04,45
1720,Walking Dead,2.9,40
1720,Lost,0.87,45
1720,Weeds,0.2,30
1720,Mad Men,0.36,45
1720,Pony,0.07,30
1720,Lorax,0.07,30
1719,Walking Dead,3.17,40
1719,Lost,1.31,45
1719,Pony,0.23,30
1719,Lorax,0.2,30
1719,Weeds,0.17,30
1719,Mad Men,0.18,45
1718,Walking Dead,3.18,40
1718,Lost,1.33,45
1718,Weeds,0.37,30
1718,Mad Men,0.49,45
1718,Pony,0.1,30
1718,Lorax,0.1,30
1717,Walking Dead,2.92,40
1717,Lost,1.29,45
1717,Mad Men,0.62,45
1717,Weeds,0.27,30
1717,Lorax,0.2,30
1717,Pony,0.07,30
1716,Walking Dead,2.82,40
1716,Lost,1,45
1716,Weeds,0.2,30
1716,Lorax,0.2,30
1716,Mad Men,0.22,45
1716,Pony,0.07,30
1715,Walking Dead,2.72,40
1715,Lost,0.84,45
1715,Pony,0.3,30
1715,Weeds,0.17,30
1715,Lorax,0.17,30
1715,Mad Men,0.27,45
1714,Walking Dead,2.58,40
1714,Lost,0.64,45
1714,Mad Men,0.76,45
1714,Weeds,0.37,30
1714,Pony,0.2,30
1714,Lorax,0.17,30
1713,Walking Dead,2.55,40
1713,Lost,0.78,45
1713,Pony,0.2,30
1713,Lorax,0.13,30
1713,Weeds,0.03,30
1713,Mad Men,0,45
1712,Walking Dead,2.88,40
1712,Lost,1.02,45
1712,Weeds,0.23,30
1712,Mad Men,0.36,45
1712,Lorax,0.17,30
1712,Pony,0.13,30
1711,Walking Dead,2.85,40
1711,Lost,0.98,45
1711,Weeds,0.33,30
1711,Mad Men,0.53,45
1711,Pony,0.1,30
1711,Lorax,0.1,30
1710,Walking Dead,3.03,40
1710,Lost,1.27,45
1710,Pony,0.17,30
1710,Weeds,0.13,30
1710,Lorax,0.1,30
1710,Mad Men,0.18,45
1709,Walking Dead,2.85,40
1709,Lost,0.93,45
1709,Weeds,0.33,30
1709,Mad Men,0.49,45
1709,Lorax,0.2,30
1709,Pony,0.1,30
1708,Walking Dead,2.75,40
1708,Lost,0.98,45
1708,Weeds,0.27,30
1708,Mad Men,0.27,45
1708,Pony,0.1,30
1708,Lorax,0.07,30
1707,Walking Dead,3.08,40
1707,Lost,1.22,45
1707,Lorax,0.3,30
1707,Pony,0.23,30
1707,Weeds,0.2,30
1707,Mad Men,0.31,45
1706,Walking Dead,3.4,40
1706,Lost,1.36,45
1706,Pony,0.17,30
1706,Weeds,0.13,30
1706,Lorax,0.1,30
1706,Mad Men,0.18,45
1705,Walking Dead,3.08,40
1705,Lost,1.18,45
1705,Lorax,0.1,30
1705,Weeds,0.07,30
1705,Mad Men,0,45
1705,Pony,0,30
1704,Walking Dead,2.75,40
1704,Lost,1,45
1704,Weeds,0.23,30
1704,Mad Men,0.44,45
1704,Pony,0.07,30
1704,Lorax,0.07,30
1703,Walking Dead,2.83,40
1703,Lost,1.02,45
1703,Mad Men,0.53,45
1703,Weeds,0.27,30
1703,Pony,0.1,30
1703,Lorax,0.1,30
1702,Walking Dead,2.85,40
1702,Lost,1.02,45
1702,Pony,0.17,30
1702,Lorax,0.1,30
1702,Mad Men,0,45
1702,Weeds,0,30
1701,Walking Dead,2.52,40
1701,Lost,0.76,45
1701,Weeds,0.47,30
1701,Mad Men,0.71,45
1701,Pony,0.1,30
1701,Lorax,0.07,30
1700,Walking Dead,3.18,40
1700,Lost,1.49,45
1700,Weeds,0.43,30
1700,Mad Men,0.49,45
1700,Pony,0.17,30
1700,Lorax,0.13,30
1699,Walking Dead,2.83,40
1699,Lost,1.02,45
1699,Lorax,0.17,30
1699,Pony,0.13,30
1699,Weeds,0.03,30
1699,Mad Men,0,45
1698,Walking Dead,3.13,40
1698,Lost,1.22,45
1698,Weeds,0.3,30
1698,Mad Men,0.49,45
1698,Pony,0.13,30
1698,Lorax,0.13,30
1697,Walking Dead,3.05,40
1697,Lost,1.29,45
1697,Mad Men,0.44,45
1697,Weeds,0.2,30
1697,Pony,0.1,30
1697,Lorax,0.1,30
1696,Walking Dead,2.77,40
1696,Lost,0.82,45
1696,Weeds,0.4,30
1696,Mad Men,0.58,45
1696,Lorax,0.07,30
1696,Pony,0,30
1695,Walking Dead,3.35,40
1695,Lost,1.53,45
1695,Pony,0.13,30
1695,Lorax,0.1,30
1695,Mad Men,0,45
1695,Weeds,0,30
1694,Walking Dead,3.37,40
1694,Lost,1.4,45
1694,Pony,0.17,30
1694,Weeds,0.1,30
1694,Lorax,0.1,30
1694,Mad Men,0,45
1693,Walking Dead,3.18,40
1693,Lost,1.29,45
1693,Weeds,0.17,30
1693,Pony,0.1,30
1693,Lorax,0.1,30
1693,Mad Men,0.13,45
1692,Walking Dead,2.97,40
1692,Lost,1.31,45
1692,Weeds,0.3,30
1692,Mad Men,0.4,45
1692,Pony,0.1,30
1692,Lorax,0.07,30
1691,Walking Dead,3.1,40
1691,Lost,1.31,45
1691,Weeds,0.17,30
1691,Lorax,0.1,30
1691,Mad Men,0.13,45
1691,Pony,0.07,30
1690,Walking Dead,2.82,40
1690,Lost,1,45
1690,Weeds,0.23,30
1690,Pony,0.17,30
1690,Mad Men,0.31,45
1690,Lorax,0.13,30
1689,Walking Dead,2.87,40
1689,Lost,1.16,45
1689,Pony,0.13,30
1689,Lorax,0.13,30
1689,Weeds,0.1,30
1689,Mad Men,0.04,45
1688,Walking Dead,2.65,40
1688,Lost,0.78,45
1688,Weeds,0.27,30
1688,Pony,0.2,30
1688,Mad Men,0.31,45
1688,Lorax,0.1,30
1687,Walking Dead,2.85,40
1687,Lost,1.11,45
1687,Weeds,0.2,30
1687,Mad Men,0.36,45
1687,Pony,0.17,30
1687,Lorax,0.13,30
1686,Walking Dead,2.83,40
1686,Lost,1.04,45
1686,Weeds,0.3,30
1686,Mad Men,0.53,45
1686,Lorax,0.2,30
1686,Pony,0.07,30
1685,Walking Dead,3.03,40
1685,Lost,1.13,45
1685,Lorax,0.1,30
1685,Mad Men,0.18,45
1685,Weeds,0.07,30
1685,Pony,0.07,30
1684,Walking Dead,2.65,40
1684,Lost,0.91,45
1684,Weeds,0.4,30
1684,Mad Men,0.67,45
1684,Lorax,0.17,30
1684,Pony,0.07,30
1683,Walking Dead,2.72,40
1683,Lost,0.82,45
1683,Mad Men,0.71,45
1683,Weeds,0.33,30
1683,Pony,0.13,30
1683,Lorax,0.1,30
1682,Walking Dead,2.73,40
1682,Lost,0.87,45
1682,Weeds,0.17,30
1682,Mad Men,0.31,45
1682,Pony,0.13,30
1682,Lorax,0.1,30
1681,Walking Dead,2.87,40
1681,Lost,1.07,45
1681,Weeds,0.17,30
1681,Lorax,0.1,30
1681,Mad Men,0.09,45
1681,Pony,0,30
1680,Walking Dead,3.2,40
1680,Lost,1.38,45
1680,Weeds,0.27,30
1680,Mad Men,0.36,45
1680,Lorax,0.1,30
1680,Pony,0.07,30
1679,Walking Dead,3,40
1679,Lost,1.2,45
1679,Pony,0.17,30
1679,Weeds,0.13,30
1679,Mad Men,0.22,45
1679,Lorax,0.1,30
1678,Walking Dead,2.87,40
1678,Lost,1.09,45
1678,Weeds,0.2,30
1678,Pony,0.13,30
1678,Mad Men,0.18,45
1678,Lorax,0.07,30
1677,Walking Dead,2.8,40
1677,Lost,1.04,45
1677,Pony,0.17,30
1677,Weeds,0.13,30
1677,Lorax,0.07,30
1677,Mad Men,0.04,45
1676,Walking Dead,3.1,40
1676,Lost,1.27,45
1676,Weeds,0.37,30
1676,Mad Men,0.53,45
1676,Pony,0.1,30
1676,Lorax,0.1,30
1675,Walking Dead,3.1,40
1675,Lost,1.27,45
1675,Lorax,0.23,30
1675,Pony,0.2,30
1675,Mad Men,0.36,45
1675,Weeds,0.17,30
1674,Walking Dead,3.03,40
1674,Lost,1.16,45
1674,Pony,0.23,30
1674,Lorax,0.2,30
1674,Weeds,0.1,30
1674,Mad Men,0,45
1673,Walking Dead,2.93,40
1673,Lost,1.09,45
1673,Weeds,0.27,30
1673,Mad Men,0.44,45
1673,Lorax,0.07,30
1673,Pony,0,30
1672,Walking Dead,3.02,40
1672,Lost,1.18,45
1672,Weeds,0.37,30
1672,Mad Men,0.58,45
1672,Lorax,0.2,30
1672,Pony,0.17,30
1671,Walking Dead,2.82,40
1671,Lost,1,45
1671,Weeds,0.2,30
1671,Mad Men,0.31,45
1671,Lorax,0.13,30
1671,Pony,0.1,30
1670,Walking Dead,3,40
1670,Lost,1.07,45
1670,Lorax,0.17,30
1670,Pony,0.13,30
